bank_id,destination,section,exact_target,mastery_goal_id,expected_evidence,representation,response_type,source_basis
U4-S5-PracticeSet2-23,Practice Set 2,4.5,Use linear models to represent and interpret real-world data.,,"$M=4(7)+8=36$, so the model predicts \$3600. The slope means \$400 per day and the intercept means \$800 at day 0.",Context + Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S5-PracticeSet2-24,Practice Set 2,4.5,Use linear models to represent and interpret real-world data.,,"$M=2(8)+5=21$, so the model predicts \$2100. The slope means \$200 per day and the intercept means \$500 at day 0.",Context + Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S5-P3-01,Practice Set 3,4.5,"I can construct connections between polynomial structure, quadratic graphs, and key features.",,"The middle coefficient alone is not the axis. Using $x=-b/(2a)$ gives $x=-6/2=-3$, so the axis of symmetry is $x=-3$.",Conceptual,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S5-P3-02,Practice Set 3,4.5,"I can construct connections between polynomial structure, quadratic graphs, and key features.",,"x-intercepts $(1,0)$ and $(5,0)$; axis of symmetry $x=3$.",Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S5-P3-03,Practice Set 3,4.5,"I can construct connections between polynomial structure, quadratic graphs, and key features.",,"y-intercept $(0,-6)$; it opens upward because the leading coefficient is positive.",Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S5-P3-04,Practice Set 3,4.5,"I can construct connections between polynomial structure, quadratic graphs, and key features.",,"The values mirror around $x=1$, so the axis is $x=1$ and the vertex is $(1,-2)$.",Table,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S5-P3-05,Practice Set 3,4.5,"I can construct connections between polynomial structure, quadratic graphs, and key features.",,"Vertex $(-1,9)$, axis $x=-1$, opens down; x-intercepts are $(-4,0)$ and $(2,0)$.",Graph,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S5-P3-06,Practice Set 3,4.5,"I can construct connections between polynomial structure, quadratic graphs, and key features.",,"The vertex is $(2,1)$, the axis of symmetry is $x=2$, and the graph opens upward.",Table,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S5-P3-07,Practice Set 3,4.5,I can predict graph features from equivalent quadratic expressions.,,"Vertex $(3,4)$; axis $x=3$; opens downward; x-intercepts $(1,0)$ and $(5,0)$.",Graph,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S5-P3-08,Practice Set 3,4.5,I can predict graph features from equivalent quadratic expressions.,,"y-intercept $(0,-6)$; it opens upward because the leading coefficient is positive.",Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S5-P3-09,Practice Set 3,4.5,I can predict graph features from equivalent quadratic expressions.,,"Vertex $(-1,0)$; axis $x=-1$; opens downward.",Table,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S5-P3-10,Practice Set 3,4.5,I can predict graph features from equivalent quadratic expressions.,,"Vertex $(-2,-4)$, axis $x=-2$, opens up, x-intercepts $(-4,0)$ and $(0,0)$.",Graph,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S5-P3-11,Practice Set 3,4.5,I can predict graph features from equivalent quadratic expressions.,,"The zeros are $x=2$ and $x=-4$, so the x-intercepts are $(2,0)$ and $(-4,0)$. The corrected feature is what should be predicted before graphing.",Conceptual,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S5-P3-12,Practice Set 3,4.5,I can predict graph features from equivalent quadratic expressions.,,"x-intercepts $(4,0)$ and $(-2,0)$; axis of symmetry $x=1$.",Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S5-P3-13,Practice Set 3,4.5,"I can critique whether a polynomial expression supports a claimed vertex, intercept, axis of symmetry, or direction of opening.",,"The claim is false. Matching y-values occur equally far from $x=3$, so the axis is $x=3$ and the vertex is $(3,-2)$.",Table,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S5-P3-14,Practice Set 3,4.5,"I can critique whether a polynomial expression supports a claimed vertex, intercept, axis of symmetry, or direction of opening.",,"The claim is false. The graph has vertex $(4,-1)$, axis $x=4$, and opens upward.",Graph,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S5-P3-15,Practice Set 3,4.5,"I can critique whether a polynomial expression supports a claimed vertex, intercept, axis of symmetry, or direction of opening.",,"The claim is false. The graph has vertex $(-3,4)$, axis $x=-3$, and opens downward.",Graph,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S5-P3-16,Practice Set 3,4.5,"I can critique whether a polynomial expression supports a claimed vertex, intercept, axis of symmetry, or direction of opening.",,"The leading coefficient is negative, so the parabola opens downward. The constant term only gives the y-intercept.",Conceptual,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S5-P3-17,Practice Set 3,4.5,"I can critique whether a polynomial expression supports a claimed vertex, intercept, axis of symmetry, or direction of opening.",,"x-intercepts $(-1,0)$ and $(4,0)$; axis of symmetry $x=1.5$.",Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S5-P3-18,Practice Set 3,4.5,"I can critique whether a polynomial expression supports a claimed vertex, intercept, axis of symmetry, or direction of opening.",,"y-intercept $(0,5)$; it opens upward because the leading coefficient is positive.",Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S5-PracticeSet3-19,Practice Set 3,4.5,Create and solve systems that model real-world situations.,,Let $a+s=9$ and $8a+5s=60$. Solving gives 5 adult tickets and 4 student tickets.,Context + Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S5-PracticeSet3-20,Practice Set 3,4.5,Create and solve systems that model real-world situations.,,Let $a+s=7$ and $8a+5s=41$. Solving gives 2 adult tickets and 5 student tickets.,Context + Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S5-PracticeSet3-21,Practice Set 3,4.5,Create and solve systems that model real-world situations.,,Let $a+s=6$ and $8a+5s=39$. Solving gives 3 adult tickets and 3 student tickets.,Context + Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S5-PracticeSet3-22,Practice Set 3,4.5,Use linear models to represent and interpret real-world data.,,"$M=1.5(7)+20=30.5$, so the model predicts \$3050. The slope means \$150 per day and the intercept means \$2000 at day 0.",Context + Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S5-PracticeSet3-23,Practice Set 3,4.5,Use linear models to represent and interpret real-world data.,,"$M=4(8)+8=40$, so the model predicts \$4000. The slope means \$400 per day and the intercept means \$800 at day 0.",Context + Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S5-PracticeSet3-24,Practice Set 3,4.5,Use linear models to represent and interpret real-world data.,,"$M=2(6)+5=17$, so the model predicts \$1700. The slope means \$200 per day and the intercept means \$500 at day 0.",Context + Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S5-PX-01,Extra Practice,4.5,"I can construct connections between polynomial structure, quadratic graphs, and key features.",,"x-intercepts $(3,0)$ and $(1,0)$; axis of symmetry $x=2$.",Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S5-PX-02,Extra Practice,4.5,"I can construct connections between polynomial structure, quadratic graphs, and key features.",,"y-intercept $(0,-2)$; it opens upward because the leading coefficient is positive.",Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S5-PX-03,Extra Practice,4.5,"I can construct connections between polynomial structure, quadratic graphs, and key features.",,"The values mirror around $x=-1$, so the axis is $x=-1$ and the vertex is $(-1,3)$.",Table,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S5-PX-04,Extra Practice,4.5,"I can construct connections between polynomial structure, quadratic graphs, and key features.",,"Vertex $(-4,-1)$, axis $x=-4$, opens up, x-intercepts $(-5,0)$ and $(-3,0)$.",Graph,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S5-PX-05,Extra Practice,4.5,"I can construct connections between polynomial structure, quadratic graphs, and key features.",,"The sign of the leading coefficient determines the opening. Because the leading coefficient is negative, the parabola opens downward; the constant term 5 gives the y-intercept.",Conceptual,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S5-PX-06,Extra Practice,4.5,"I can construct connections between polynomial structure, quadratic graphs, and key features.",,"The vertex is $(-2,-3)$, the axis of symmetry is $x=-2$, and the graph opens upward.",Table,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S5-PX-07,Extra Practice,4.5,I can predict graph features from equivalent quadratic expressions.,,"Vertex $(4,1)$, axis $x=4$, opens down; x-intercepts are $(3,0)$ and $(5,0)$.",Graph,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S5-PX-08,Extra Practice,4.5,I can predict graph features from equivalent quadratic expressions.,,"Vertex $(0,2)$; axis $x=0$; opens downward.",Table,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S5-PX-09,Extra Practice,4.5,I can predict graph features from equivalent quadratic expressions.,,"Vertex $(-4,1)$; axis $x=-4$; opens downward; x-intercepts $(-5,0)$ and $(-3,0)$.",Graph,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S5-PX-10,Extra Practice,4.5,I can predict graph features from equivalent quadratic expressions.,,"The roots are -1 and 5, so the axis is their midpoint, $x=2$. The corrected feature is what should be predicted before graphing.",Conceptual,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S5-PX-11,Extra Practice,4.5,I can predict graph features from equivalent quadratic expressions.,,"x-intercepts $(-2,0)$ and $(3,0)$; axis of symmetry $x=0.5$.",Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S5-PX-12,Extra Practice,4.5,I can predict graph features from equivalent quadratic expressions.,,"y-intercept $(0,6)$; it opens downward because the leading coefficient is negative.",Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S5-PX-13,Extra Practice,4.5,"I can critique whether a polynomial expression supports a claimed vertex, intercept, axis of symmetry, or direction of opening.",,"The claim is false. Matching y-values occur equally far from $x=1$, so the axis is $x=1$ and the vertex is $(1,-4)$.",Table,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
