bank_id,destination,section,spiral_stage,i_can,learning_target,question_family_id,variation,task_architecture,representation,response_type,mastery_goal,source_basis,summative_version
U6_SUM_V2_Q02,Secure Summative V2,SUM,Mastery,I can apply transformation rules to key points and features across function families.,"Represent translations, stretches, compressions, and reflections of parent functions across graphs, equations, tables, and key points.",sum_transform_point_table_infer,v2-5,REPTRANS-GRAPH-TABLE-EQUATION-01,Table + Equation + Key points,constructed/open response,U6-MG02,Unit 6 Assessment Plan Summative mastery evidence + Algebra 1 Framework Unit 4 supporting learning,V2
U6_SUM_V2_Q03,Secure Summative V2,SUM,Mastery,I can determine which representation gives the strongest evidence for a function family when features seem similar.,"Identify common function families using evidence from graphs, equations, tables, contexts, and key features.",sum_family_table,v2-0,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,Table + Prose,constructed/open response,U6-MG01,Unit 6 Assessment Plan Summative mastery evidence + Algebra 1 Framework Unit 4 supporting learning,V2
U6_SUM_V2_Q04,Secure Summative V2,SUM,Mastery,"I can construct connections between polynomial structure, quadratic graphs, and key features.","Connect polynomial and quadratic expression structure to graph features such as vertex, intercepts, symmetry, and direction of opening.",sum_quad_vertex_from_standard,v2-7,PROC-MULTISTEP-CHAIN-01,Equivalent equations + Graph features,constructed/open response,U6-MG04,Unit 6 Assessment Plan Summative mastery evidence + Algebra 1 Framework Unit 4 supporting learning,V2
U6_SUM_V2_Q05,Secure Summative V2,SUM,Mastery,"I can design transformed graphs using stretches, compressions, reflections, and translations of parent functions.","Represent translations, stretches, compressions, and reflections of parent functions across graphs, equations, tables, and key points.",sum_transform_equation_point,v2-1,REPTRANS-MULTIPLE-SIMULTANEOUS-01,Equation + Key point,constructed/open response,U6-MG02,Unit 6 Assessment Plan Summative mastery evidence + Algebra 1 Framework Unit 4 supporting learning,V2
U6_SUM_V2_Q06,Secure Summative V2,SUM,Mastery,"I can use structure and like terms to add, subtract, and multiply polynomial expressions.","Add, subtract, and multiply polynomial expressions using structure, like terms, equivalent forms, and area-based representations.",sum_poly_composite_area,v2-6,PROC-MULTISTEP-CHAIN-01,Context + Polynomial,constructed/open response,U6-MG03,Unit 6 Assessment Plan Summative mastery evidence + Algebra 1 Framework Unit 4 supporting learning,V2
U6_SUM_V2_Q07,Secure Summative V2,SUM,Mastery,"I can critique whether a polynomial expression supports a claimed vertex, intercept, axis of symmetry, or direction of opening.","Connect polynomial and quadratic expression structure to graph features such as vertex, intercepts, symmetry, and direction of opening.",sum_quad_structure_features,v2-3,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,Equation + Graph features,constructed/open response,U6-MG04,Unit 6 Assessment Plan Summative mastery evidence + Algebra 1 Framework Unit 4 supporting learning,V2
U6_SUM_V2_Q08,Secure Summative V2,SUM,Mastery,"I can construct evidence for a function family using patterns in graphs, equations, tables, and contexts.","Identify common function families using evidence from graphs, equations, tables, contexts, and key features.",sum_family_graph,v2-4,GRAPH-INFER-BEHAVIOR-01,Graph + Prose,constructed/open response,U6-MG01,Unit 6 Assessment Plan Summative mastery evidence + Algebra 1 Framework Unit 4 supporting learning,V2
U6_SUM_V3_Q01,Secure Summative V3,SUM,Mastery,"I can apply family features to sort representations into linear, quadratic, exponential, absolute value, and other familiar forms.","Identify common function families using evidence from graphs, equations, tables, contexts, and key features.",sum_family_graph,v3-4,GRAPH-INFER-BEHAVIOR-01,Graph + Prose,constructed/open response,U6-MG01,Unit 6 Assessment Plan Summative mastery evidence + Algebra 1 Framework Unit 4 supporting learning,V3
U6_SUM_V3_Q02,Secure Summative V3,SUM,Mastery,I can extend polynomial operations to equivalent expressions written in different forms.,"Add, subtract, and multiply polynomial expressions using structure, like terms, equivalent forms, and area-based representations.",sum_poly_area_product,v3-2,PROC-MULTISTEP-CHAIN-01,Context + Polynomial,constructed/open response,U6-MG03,Unit 6 Assessment Plan Summative mastery evidence + Algebra 1 Framework Unit 4 supporting learning,V3
U6_SUM_V3_Q03,Secure Summative V3,SUM,Mastery,"I can construct connections between polynomial structure, quadratic graphs, and key features.","Connect polynomial and quadratic expression structure to graph features such as vertex, intercepts, symmetry, and direction of opening.",sum_quad_vertex_from_standard,v3-7,PROC-MULTISTEP-CHAIN-01,Equivalent equations + Graph features,constructed/open response,U6-MG04,Unit 6 Assessment Plan Summative mastery evidence + Algebra 1 Framework Unit 4 supporting learning,V3
U6_SUM_V3_Q04,Secure Summative V3,SUM,Mastery,I can apply transformation rules to key points and features across function families.,"Represent translations, stretches, compressions, and reflections of parent functions across graphs, equations, tables, and key points.",sum_transform_equation_point,v3-1,REPTRANS-MULTIPLE-SIMULTANEOUS-01,Equation + Key point,constructed/open response,U6-MG02,Unit 6 Assessment Plan Summative mastery evidence + Algebra 1 Framework Unit 4 supporting learning,V3
U6_SUM_V3_Q05,Secure Summative V3,SUM,Mastery,"I can use structure and like terms to add, subtract, and multiply polynomial expressions.","Add, subtract, and multiply polynomial expressions using structure, like terms, equivalent forms, and area-based representations.",sum_poly_composite_area,v3-6,PROC-MULTISTEP-CHAIN-01,Context + Polynomial,constructed/open response,U6-MG03,Unit 6 Assessment Plan Summative mastery evidence + Algebra 1 Framework Unit 4 supporting learning,V3
U6_SUM_V3_Q06,Secure Summative V3,SUM,Mastery,"I can construct evidence for a function family using patterns in graphs, equations, tables, and contexts.","Identify common function families using evidence from graphs, equations, tables, contexts, and key features.",sum_family_table,v3-0,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,Table + Prose,constructed/open response,U6-MG01,Unit 6 Assessment Plan Summative mastery evidence + Algebra 1 Framework Unit 4 supporting learning,V3
U6_SUM_V3_Q07,Secure Summative V3,SUM,Mastery,I can apply transformation rules to key points and features across function families.,"Represent translations, stretches, compressions, and reflections of parent functions across graphs, equations, tables, and key points.",sum_transform_point_table_infer,v3-5,REPTRANS-GRAPH-TABLE-EQUATION-01,Table + Equation + Key points,constructed/open response,U6-MG02,Unit 6 Assessment Plan Summative mastery evidence + Algebra 1 Framework Unit 4 supporting learning,V3
U6_SUM_V3_Q08,Secure Summative V3,SUM,Mastery,"I can construct connections between polynomial structure, quadratic graphs, and key features.","Connect polynomial and quadratic expression structure to graph features such as vertex, intercepts, symmetry, and direction of opening.",sum_quad_structure_features,v3-3,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,Equation + Graph features,constructed/open response,U6-MG04,Unit 6 Assessment Plan Summative mastery evidence + Algebra 1 Framework Unit 4 supporting learning,V3
U6_SUM_V4_Q01,Secure Summative V4,SUM,Mastery,"I can assess whether an equation, graph, or table represents the same transformed function.","Represent translations, stretches, compressions, and reflections of parent functions across graphs, equations, tables, and key points.",sum_transform_equation_point,v4-1,REPTRANS-MULTIPLE-SIMULTANEOUS-01,Equation + Key point,constructed/open response,U6-MG02,Unit 6 Assessment Plan Summative mastery evidence + Algebra 1 Framework Unit 4 supporting learning,V4
U6_SUM_V4_Q02,Secure Summative V4,SUM,Mastery,"I can use structure and like terms to add, subtract, and multiply polynomial expressions.","Add, subtract, and multiply polynomial expressions using structure, like terms, equivalent forms, and area-based representations.",sum_poly_composite_area,v4-6,PROC-MULTISTEP-CHAIN-01,Context + Polynomial,constructed/open response,U6-MG03,Unit 6 Assessment Plan Summative mastery evidence + Algebra 1 Framework Unit 4 supporting learning,V4
U6_SUM_V4_Q03,Secure Summative V4,SUM,Mastery,I can predict graph features from equivalent quadratic expressions.,"Connect polynomial and quadratic expression structure to graph features such as vertex, intercepts, symmetry, and direction of opening.",sum_quad_structure_features,v4-3,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,Equation + Graph features,constructed/open response,U6-MG04,Unit 6 Assessment Plan Summative mastery evidence + Algebra 1 Framework Unit 4 supporting learning,V4
U6_SUM_V4_Q04,Secure Summative V4,SUM,Mastery,I can determine which representation gives the strongest evidence for a function family when features seem similar.,"Identify common function families using evidence from graphs, equations, tables, contexts, and key features.",sum_family_graph,v4-4,GRAPH-INFER-BEHAVIOR-01,Graph + Prose,constructed/open response,U6-MG01,Unit 6 Assessment Plan Summative mastery evidence + Algebra 1 Framework Unit 4 supporting learning,V4
U6_SUM_V4_Q05,Secure Summative V4,SUM,Mastery,"I can construct connections between polynomial structure, quadratic graphs, and key features.","Connect polynomial and quadratic expression structure to graph features such as vertex, intercepts, symmetry, and direction of opening.",sum_quad_vertex_from_standard,v4-7,PROC-MULTISTEP-CHAIN-01,Equivalent equations + Graph features,constructed/open response,U6-MG04,Unit 6 Assessment Plan Summative mastery evidence + Algebra 1 Framework Unit 4 supporting learning,V4
U6_SUM_V4_Q06,Secure Summative V4,SUM,Mastery,"I can formulate polynomial sums, differences, and products from area, perimeter, and expression contexts.","Add, subtract, and multiply polynomial expressions using structure, like terms, equivalent forms, and area-based representations.",sum_poly_area_product,v4-2,PROC-MULTISTEP-CHAIN-01,Context + Polynomial,constructed/open response,U6-MG03,Unit 6 Assessment Plan Summative mastery evidence + Algebra 1 Framework Unit 4 supporting learning,V4
U6_SUM_V4_Q07,Secure Summative V4,SUM,Mastery,"I can apply family features to sort representations into linear, quadratic, exponential, absolute value, and other familiar forms.","Identify common function families using evidence from graphs, equations, tables, contexts, and key features.",sum_family_table,v4-0,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,Table + Prose,constructed/open response,U6-MG01,Unit 6 Assessment Plan Summative mastery evidence + Algebra 1 Framework Unit 4 supporting learning,V4
U6_SUM_V4_Q08,Secure Summative V4,SUM,Mastery,I can apply transformation rules to key points and features across function families.,"Represent translations, stretches, compressions, and reflections of parent functions across graphs, equations, tables, and key points.",sum_transform_point_table_infer,v4-5,REPTRANS-GRAPH-TABLE-EQUATION-01,Table + Equation + Key points,constructed/open response,U6-MG02,Unit 6 Assessment Plan Summative mastery evidence + Algebra 1 Framework Unit 4 supporting learning,V4
U6_SUM_V5_Q01,Secure Summative V5,SUM,Mastery,I can apply transformation rules to key points and features across function families.,"Represent translations, stretches, compressions, and reflections of parent functions across graphs, equations, tables, and key points.",sum_transform_table_rule,v5-1,REPTRANS-GRAPH-TABLE-EQUATION-01,Table + Transformation rule,constructed/open response,U6-MG02,Unit 6 Assessment Plan Summative mastery evidence + Algebra 1 Framework Unit 4 supporting learning,V5
U6_SUM_V5_Q02,Secure Summative V5,SUM,Mastery,"I can critique whether a polynomial expression supports a claimed vertex, intercept, axis of symmetry, or direction of opening.","Connect polynomial and quadratic expression structure to graph features such as vertex, intercepts, symmetry, and direction of opening.",sum_quad_claim_critique,v5-2,ERROR-CRITIQUE-CLAIM-01,Equation + Prose,constructed/open response,U6-MG04,Unit 6 Assessment Plan Summative mastery evidence + Algebra 1 Framework Unit 4 supporting learning,V5
U6_SUM_V5_Q03,Secure Summative V5,SUM,Mastery,I can determine which representation gives the strongest evidence for a function family when features seem similar.,"Identify common function families using evidence from graphs, equations, tables, contexts, and key features.",sum_family_table_model_select,v5-3,MODEL-SELECT-BEST-FIT-01,Table + Equation + Prose,constructed/open response,U6-MG01,Unit 6 Assessment Plan Summative mastery evidence + Algebra 1 Framework Unit 4 supporting learning,V5
U6_SUM_V5_Q04,Secure Summative V5,SUM,Mastery,I can extend polynomial operations to equivalent expressions written in different forms.,"Add, subtract, and multiply polynomial expressions using structure, like terms, equivalent forms, and area-based representations.",sum_poly_multioperation,v5-4,PROC-MULTISTEP-CHAIN-01,Polynomial expression,constructed/open response,U6-MG03,Unit 6 Assessment Plan Summative mastery evidence + Algebra 1 Framework Unit 4 supporting learning,V5
U6_SUM_V5_Q05,Secure Summative V5,SUM,Mastery,"I can construct connections between polynomial structure, quadratic graphs, and key features.","Connect polynomial and quadratic expression structure to graph features such as vertex, intercepts, symmetry, and direction of opening.",sum_alt_equivalent_quad_forms,v5-5,VERIFY-REASONABLENESS-01,Equations + Graph features,constructed/open response,U6-MG04,Unit 6 Assessment Plan Summative mastery evidence + Algebra 1 Framework Unit 4 supporting learning,V5
